,State,Year,Quarter,District,RegisteredUser,AppOpens
13396,Telangana,2022,4,nagarkurnool district,376720,30738008
13397,Telangana,2022,4,peddapalle district,457038,32257672
13398,Telangana,2022,4,nirmal district,246252,22299241
13399,Telangana,2022,4,mahabubabad district,300406,20996907
13400,Telangana,2022,4,sangareddy district,1159594,87156905
13401,Telangana,2022,4,wanaparthy district,214000,16391933
13402,Telangana,2022,4,vikarabad district,339772,29400033
13403,Telangana,2022,4,jagtial district,416065,33144670
13404,Telangana,2022,4,yadadri bhuvanagiri district,401963,39445615
13405,Telangana,2022,4,medak district,291807,25833641
13406,Telangana,2022,4,mahbubnagar district,437901,36385513
13407,Telangana,2022,4,jaya shankar bhalupally district,181521,13309373
13408,Telangana,2022,4,warangal urban district,923715,54185496
13409,Telangana,2022,4,rangareddy district,4296707,284957579
13410,Telangana,2022,4,hyderabad district,4962214,248166634
13411,Telangana,2022,4,suryapet district,490568,35754743
13412,Telangana,2022,4,jogulamba gadwal district,232376,14372667
13413,Telangana,2022,4,kamareddy district,366726,29482223
13414,Telangana,2022,4,mulugu district,110228,8903451
13415,Telangana,2022,4,medchal malkajgiri district,3628619,224766696
13416,Telangana,2022,4,karimnagar district,687385,50465466
13417,Telangana,2022,4,mancherial district,433627,34541874
13418,Telangana,2022,4,siddipet district,525155,47803119
13419,Telangana,2022,4,khammam district,755705,45973189
13420,Telangana,2023,1,narayanpet district,172242,29775037
13421,Telangana,2023,1,nalgonda district,830827,87778412
13422,Telangana,2023,1,jangaon district,280580,34755100
13423,Telangana,2023,1,bhadradri kothagudem district,567571,61557092
13424,Telangana,2023,1,warangal rural district,315944,20175108
13425,Telangana,2023,1,kumuram bheem asifabad district,156343,28022663
13426,Telangana,2023,1,nizamabad district,761985,48549263
13427,Telangana,2023,1,adilabad district,222025,34654415
13428,Telangana,2023,1,rajanna sircilla district,271074,25603157
13429,Telangana,2023,1,nagarkurnool district,394485,61891346
13430,Telangana,2023,1,peddapalle district,478118,26406282
13431,Telangana,2023,1,nirmal district,257611,42217573
13432,Telangana,2023,1,mahabubabad district,314702,30185194
13433,Telangana,2023,1,sangareddy district,1212607,63878054
13434,Telangana,2023,1,wanaparthy district,223966,24336032
13435,Telangana,2023,1,vikarabad district,355447,44979668
13436,Telangana,2023,1,jagtial district,434964,32529442
13437,Telangana,2023,1,yadadri bhuvanagiri district,420473,46489173
13438,Telangana,2023,1,medak district,305395,33658982
13439,Telangana,2023,1,mahbubnagar district,457781,39744744
13440,Telangana,2023,1,jaya shankar bhalupally district,190125,21663861
13441,Telangana,2023,1,warangal urban district,964802,20931489
13442,Telangana,2023,1,rangareddy district,4483193,92873530
13443,Telangana,2023,1,hyderabad district,5176899,32078250
13444,Telangana,2023,1,suryapet district,513436,35148085
13445,Telangana,2023,1,jogulamba gadwal district,243224,26336319
13446,Telangana,2023,1,kamareddy district,383869,37096127
13447,Telangana,2023,1,mulugu district,115471,26284682
13448,Telangana,2023,1,medchal malkajgiri district,3787461,32008875
13449,Telangana,2023,1,karimnagar district,718193,31218292
13450,Telangana,2023,1,mancherial district,453837,37525510
13451,Telangana,2023,1,siddipet district,549109,52595211
13452,Telangana,2023,1,khammam district,790500,42709479
13453,Telangana,2023,2,narayanpet district,180034,33793433
13454,Telangana,2023,2,nalgonda district,866073,92209472
13455,Telangana,2023,2,jangaon district,292576,35498127
13456,Telangana,2023,2,bhadradri kothagudem district,591314,62303617
13457,Telangana,2023,2,warangal rural district,329591,16089510
13458,Telangana,2023,2,kumuram bheem asifabad district,163594,32340407
13459,Telangana,2023,2,nizamabad district,792269,47495828
13460,Telangana,2023,2,adilabad district,231540,38271203
13461,Telangana,2023,2,rajanna sircilla district,282212,29218839
13462,Telangana,2023,2,nagarkurnool district,411916,60814557
13463,Telangana,2023,2,peddapalle district,497196,22043050
13464,Telangana,2023,2,nirmal district,268713,45573879
13465,Telangana,2023,2,mahabubabad district,328573,37299839
13466,Telangana,2023,2,sangareddy district,1259927,66957103
13467,Telangana,2023,2,wanaparthy district,233420,23320465
13468,Telangana,2023,2,vikarabad district,371036,49974170
13469,Telangana,2023,2,jagtial district,452611,31035990
13470,Telangana,2023,2,yadadri bhuvanagiri district,437832,51701471
13471,Telangana,2023,2,medak district,318640,34550951
13472,Telangana,2023,2,mahbubnagar district,476238,35405628
13473,Telangana,2023,2,jaya shankar bhalupally district,198478,18487524
13474,Telangana,2023,2,warangal urban district,1000275,16914280
13475,Telangana,2023,2,rangareddy district,4638501,93950553
13476,Telangana,2023,2,hyderabad district,5349842,32043529
13477,Telangana,2023,2,suryapet district,535263,42234557
13478,Telangana,2023,2,jogulamba gadwal district,254242,30288514
13479,Telangana,2023,2,kamareddy district,400349,40870161
13480,Telangana,2023,2,mulugu district,120696,27982347
13481,Telangana,2023,2,medchal malkajgiri district,3918732,31036917
13482,Telangana,2023,2,karimnagar district,745882,28502618
13483,Telangana,2023,2,mancherial district,472302,36719981
13484,Telangana,2023,2,siddipet district,571790,48364283
13485,Telangana,2023,2,khammam district,822976,46674989
13486,Tripura,2018,1,unakoti district,2484,0
13487,Tripura,2018,1,khowai district,3017,0
13488,Tripura,2018,1,sepahijala district,4664,0
13489,Tripura,2018,1,north tripura district,4432,0
13490,Tripura,2018,1,dhalai district,3448,0
13491,Tripura,2018,1,south tripura district,5361,0
13492,Tripura,2018,1,gomati district,4509,0
13493,Tripura,2018,1,west tripura district,27242,0
13494,Tripura,2018,2,unakoti district,3841,0
13495,Tripura,2018,2,khowai district,4674,0
13496,Tripura,2018,2,sepahijala district,7217,0
13497,Tripura,2018,2,north tripura district,6702,0
13498,Tripura,2018,2,dhalai district,5549,0
13499,Tripura,2018,2,south tripura district,8068,0
13500,Tripura,2018,2,gomati district,6973,0
13501,Tripura,2018,2,west tripura district,40345,0
13502,Tripura,2018,3,unakoti district,5460,0
13503,Tripura,2018,3,khowai district,6816,0
13504,Tripura,2018,3,sepahijala district,10803,0
13505,Tripura,2018,3,north tripura district,9771,0
13506,Tripura,2018,3,dhalai district,8039,0
13507,Tripura,2018,3,south tripura district,12286,0
13508,Tripura,2018,3,gomati district,10168,0
13509,Tripura,2018,3,west tripura district,53531,0
13510,Tripura,2018,4,unakoti district,7260,0
13511,Tripura,2018,4,khowai district,9488,0
13512,Tripura,2018,4,sepahijala district,14973,0
13513,Tripura,2018,4,north tripura district,13150,0
13514,Tripura,2018,4,dhalai district,10877,0
13515,Tripura,2018,4,south tripura district,16426,0
13516,Tripura,2018,4,gomati district,13542,0
13517,Tripura,2018,4,west tripura district,67549,0
13518,Tripura,2019,1,unakoti district,8750,0
13519,Tripura,2019,1,khowai district,11327,0
13520,Tripura,2019,1,sepahijala district,18086,0
13521,Tripura,2019,1,north tripura district,15986,0
13522,Tripura,2019,1,dhalai district,13219,0
13523,Tripura,2019,1,south tripura district,19784,0
13524,Tripura,2019,1,gomati district,16370,0
13525,Tripura,2019,1,west tripura district,79732,0
13526,Tripura,2019,2,unakoti district,10629,38509
13527,Tripura,2019,2,khowai district,13523,55900
13528,Tripura,2019,2,sepahijala district,21673,93091
13529,Tripura,2019,2,north tripura district,19505,72289
13530,Tripura,2019,2,dhalai district,15893,69484
13531,Tripura,2019,2,south tripura district,23743,106907
13532,Tripura,2019,2,gomati district,19437,88700
13533,Tripura,2019,2,west tripura district,93241,428747
13534,Tripura,2019,3,unakoti district,12126,130659
13535,Tripura,2019,3,khowai district,15092,176231
13536,Tripura,2019,3,sepahijala district,24332,317762
13537,Tripura,2019,3,north tripura district,22522,244917
13538,Tripura,2019,3,dhalai district,18140,231853
13539,Tripura,2019,3,south tripura district,26573,350404
13540,Tripura,2019,3,gomati district,21722,303623
13541,Tripura,2019,3,west tripura district,104949,1595542
13542,Tripura,2019,4,unakoti district,13824,158297
13543,Tripura,2019,4,khowai district,16819,189867
13544,Tripura,2019,4,sepahijala district,27322,344224
13545,Tripura,2019,4,north tripura district,25703,287131
13546,Tripura,2019,4,dhalai district,20609,251691
13547,Tripura,2019,4,south tripura district,29753,370103
13548,Tripura,2019,4,gomati district,24160,337318
13549,Tripura,2019,4,west tripura district,114108,1672176
13550,Tripura,2020,1,unakoti district,15593,180721
13551,Tripura,2020,1,khowai district,18592,228260
13552,Tripura,2020,1,sepahijala district,30379,400402
13553,Tripura,2020,1,north tripura district,28648,341065
13554,Tripura,2020,1,dhalai district,22808,295862
13555,Tripura,2020,1,south tripura district,32716,432576
13556,Tripura,2020,1,gomati district,26688,365712
13557,Tripura,2020,1,west tripura district,124538,1818625
13558,Tripura,2020,2,unakoti district,17832,229638
13559,Tripura,2020,2,khowai district,20922,274768
13560,Tripura,2020,2,sepahijala district,35017,510885
13561,Tripura,2020,2,north tripura district,32851,425802
13562,Tripura,2020,2,dhalai district,26043,390962
13563,Tripura,2020,2,south tripura district,36522,540591
13564,Tripura,2020,2,gomati district,30323,422082
13565,Tripura,2020,2,west tripura district,137156,1648493
13566,Tripura,2020,3,unakoti district,20095,283289
13567,Tripura,2020,3,khowai district,23565,338549
13568,Tripura,2020,3,sepahijala district,39970,669235
13569,Tripura,2020,3,north tripura district,37284,558658
13570,Tripura,2020,3,dhalai district,29515,496111
13571,Tripura,2020,3,south tripura district,40797,718374
13572,Tripura,2020,3,gomati district,34073,549799
13573,Tripura,2020,3,west tripura district,151432,2163893
13574,Tripura,2020,4,unakoti district,22005,293136
13575,Tripura,2020,4,khowai district,25507,324524
13576,Tripura,2020,4,sepahijala district,43722,611968
13577,Tripura,2020,4,north tripura district,40886,605618
13578,Tripura,2020,4,dhalai district,32210,504488
13579,Tripura,2020,4,south tripura district,43899,676922
13580,Tripura,2020,4,gomati district,37129,565860
13581,Tripura,2020,4,west tripura district,163752,2434733
13582,Tripura,2021,1,unakoti district,23739,294465
13583,Tripura,2021,1,khowai district,27361,303410
13584,Tripura,2021,1,sepahijala district,46925,587209
13585,Tripura,2021,1,north tripura district,44051,617998
13586,Tripura,2021,1,dhalai district,34747,506681
13587,Tripura,2021,1,south tripura district,47052,630765
13588,Tripura,2021,1,gomati district,39920,542170
13589,Tripura,2021,1,west tripura district,175841,2526962
13590,Tripura,2021,2,unakoti district,25612,545732
13591,Tripura,2021,2,khowai district,29432,669889
13592,Tripura,2021,2,sepahijala district,50606,1176439
13593,Tripura,2021,2,north tripura district,47392,1280224
13594,Tripura,2021,2,dhalai district,37460,1289156
13595,Tripura,2021,2,south tripura district,50556,1304362
13596,Tripura,2021,2,gomati district,42972,1015444
13597,Tripura,2021,2,west tripura district,188123,2219635
13598,Tripura,2021,3,unakoti district,27828,714375
13599,Tripura,2021,3,khowai district,31900,868050
13600,Tripura,2021,3,sepahijala district,54797,1510718
13601,Tripura,2021,3,north tripura district,51321,1707600
13602,Tripura,2021,3,dhalai district,40679,1810144
13603,Tripura,2021,3,south tripura district,54747,1623382
13604,Tripura,2021,3,gomati district,46535,1312568
13605,Tripura,2021,3,west tripura district,202122,2732309
13606,Tripura,2021,4,unakoti district,29889,634226
13607,Tripura,2021,4,khowai district,34253,544839
13608,Tripura,2021,4,sepahijala district,58818,1066335
13609,Tripura,2021,4,north tripura district,55009,1244208
13610,Tripura,2021,4,dhalai district,43705,934219
13611,Tripura,2021,4,south tripura district,58777,1049428
13612,Tripura,2021,4,gomati district,49981,947324
13613,Tripura,2021,4,west tripura district,215860,4308123
13614,Tripura,2022,1,unakoti district,31971,1184272
13615,Tripura,2022,1,khowai district,36592,1428458
13616,Tripura,2022,1,sepahijala district,62906,2518919
13617,Tripura,2022,1,north tripura district,58694,3254183
13618,Tripura,2022,1,dhalai district,46680,3487949
13619,Tripura,2022,1,south tripura district,62764,2820697
13620,Tripura,2022,1,gomati district,53356,2120938
13621,Tripura,2022,1,west tripura district,229161,2507547
13622,Tripura,2022,2,unakoti district,33904,1435781
13623,Tripura,2022,2,khowai district,38683,1500087
13624,Tripura,2022,2,sepahijala district,66602,3035348
13625,Tripura,2022,2,north tripura district,62140,3812381
13626,Tripura,2022,2,dhalai district,49424,3427787
13627,Tripura,2022,2,south tripura district,66478,3306099
13628,Tripura,2022,2,gomati district,56510,2279383
13629,Tripura,2022,2,west tripura district,242041,2546245
13630,Tripura,2022,3,unakoti district,35830,1959689
13631,Tripura,2022,3,khowai district,40758,1703280
13632,Tripura,2022,3,sepahijala district,70255,3071627
13633,Tripura,2022,3,north tripura district,65452,3753579
13634,Tripura,2022,3,dhalai district,52074,3871009
13635,Tripura,2022,3,south tripura district,70107,4213580
13636,Tripura,2022,3,gomati district,59506,2730745
13637,Tripura,2022,3,west tripura district,255161,2820060
13638,Tripura,2022,4,unakoti district,37434,989377
13639,Tripura,2022,4,khowai district,42490,844560
13640,Tripura,2022,4,sepahijala district,73240,1571708
13641,Tripura,2022,4,north tripura district,68352,2134488
13642,Tripura,2022,4,dhalai district,54280,1435453
13643,Tripura,2022,4,south tripura district,73117,1463823
13644,Tripura,2022,4,gomati district,62115,1399685
13645,Tripura,2022,4,west tripura district,267713,6268516
13646,Tripura,2023,1,unakoti district,39208,2379563
13647,Tripura,2023,1,khowai district,44453,1822025
13648,Tripura,2023,1,sepahijala district,76900,3961994
13649,Tripura,2023,1,north tripura district,71616,5752523
13650,Tripura,2023,1,dhalai district,56918,4563055
13651,Tripura,2023,1,south tripura district,76631,4617075
13652,Tripura,2023,1,gomati district,65137,3302589
13653,Tripura,2023,1,west tripura district,280021,3337817
13654,Tripura,2023,2,unakoti district,41033,2364132
13655,Tripura,2023,2,khowai district,46636,2012691
13656,Tripura,2023,2,sepahijala district,80758,4176743
13657,Tripura,2023,2,north tripura district,74840,5002005
